P_SUID,PARTY,CHNG_A,CHNG_B,CHNG_C,DIVRELPOP,DIVRACPOP,POORASSIST,CLIM1A,SCIMPACT,RELIMPACT,RACECMB,INC_SDT1,EDUCREC,EMPLSIT,USGEN,CURREL
10025240,1,2,1,1,2,1,3,2,2,2,1,8,2,2,3,10010
10025300,1,2,2,2,2,2,1,3,3,2,1,6,2,5,2,10010
10025340,4,2,3,2,2,3,2,2,3,3,1,4,2,5,3,100000
10025410,3,3,1,3,3,1,2,1,3,2,1,1,1,5,3,10010
10025480,2,2,1,3,1,1,2,1,3,2,3,5,4,5,1,80000
10025530,3,1,1,1,1,1,1,1,2,3,3,4,4,1,1,100000
10025550,3,3,3,1,1,1,3,77,2,3,1,8,2,1,3,10010
10025650,2,2,2,2,2,1,1,1,3,2,1,2,3,1,1,10010
10025690,2,1,1,1,1,1,3,1,2,2,5,2,3,3,2,10010
10025750,1,2,2,2,1,1,2,2,3,2,1,2,2,1,3,10010
10025830,2,1,1,1,3,1,3,1,2,3,3,7,4,5,3,10010
10025900,3,1,1,1,1,1,3,1,3,2,2,4,2,1,3,10010
10025980,1,2,2,2,3,3,2,2,3,2,4,4,3,1,3,10010
10026000,3,2,3,3,3,2,2,3,1,2,1,1,2,5,3,100000
10026100,2,2,1,3,1,1,1,2,3,3,1,3,3,1,2,100000
10026240,2,1,1,1,1,1,1,1,2,1,1,6,3,1,3,100000
10026350,1,2,1,3,3,2,2,2,2,2,1,3,4,5,3,10010
10026420,1,2,1,3,3,3,3,2,1,2,1,1,2,4,3,10010
10026460,2,1,1,1,1,1,3,1,2,3,1,8,4,1,1,100000
10026500,1,2,1,1,1,1,2,2,2,2,1,1,2,3,3,10010
10026540,1,2,1,2,2,1,1,77,2,2,1,5,3,1,3,10010
10026610,3,1,1,2,2,3,3,77,2,2,1,4,3,1,3,10010
10026690,1,1,1,3,1,1,3,2,2,1,1,7,4,5,3,10010
10026750,1,2,3,2,3,3,1,2,3,3,1,1,1,1,3,100000
10026760,4,3,1,1,1,1,1,1,2,3,1,5,4,1,1,100000
10026840,2,3,1,1,1,1,1,1,2,1,1,5,3,5,3,10010
10026860,1,3,3,2,1,1,3,2,3,2,1,2,2,1,1,10010
10027000,4,3,3,3,3,3,2,3,2,2,1,1,2,1,1,10010
10027070,3,1,1,1,1,1,3,1,2,1,1,8,4,3,3,100000
10027080,1,2,1,2,1,1,2,2,2,2,1,5,3,5,3,10010
10027540,3,2,2,2,1,1,2,2,3,2,1,8,3,1,3,10010
10027620,3,2,3,2,2,1,2,77,3,3,1,8,2,1,3,10010
10027680,3,2,2,2,2,3,2,2,3,2,1,2,3,1,3,10010
10027830,4,2,2,2,2,2,3,1,3,2,1,6,1,1,1,40001
10027910,2,1,1,3,1,1,1,1,2,2,1,3,1,1,3,100000
10027940,2,2,3,2,2,2,3,77,3,2,4,3,2,1,3,10010
10028130,3,2,1,2,1,1,2,77,3,3,1,5,4,1,3,10010
10028140,1,2,2,2,2,2,2,3,1,3,1,2,3,1,3,10010
10028350,2,1,1,1,1,1,1,1,2,1,1,3,3,1,3,100000
10028370,1,2,3,2,2,1,2,2,3,2,1,4,3,5,3,10010
10028420,2,1,1,1,1,1,1,1,2,3,1,5,4,1,3,50000
10028510,1,2,1,2,2,1,2,3,3,1,1,8,3,3,3,10010
10028540,2,2,1,1,1,1,1,1,2,2,2,4,2,5,3,10010
10028550,2,1,1,1,1,1,1,1,2,3,1,6,4,1,3,100000
10028720,3,3,1,1,3,3,3,2,1,3,1,1,1,3,3,100000
10028740,1,2,3,2,2,2,1,1,1,2,1,1,1,5,3,10010
10028810,2,1,1,1,1,1,1,1,2,3,1,8,3,3,3,50000
10028850,3,1,1,1,1,1,3,1,2,3,1,7,4,5,3,10010
10028880,2,3,1,3,1,1,1,1,3,3,4,7,3,1,3,10010
10028990,2,3,1,1,1,1,1,1,3,1,2,5,2,5,3,10010
10029020,1,2,1,2,1,1,3,3,2,2,1,3,1,5,3,10010
10029070,1,1,1,1,2,2,2,2,2,1,1,3,1,5,3,100000
10029100,1,2,1,2,1,3,3,2,3,3,1,2,1,5,3,10010
10029130,2,1,1,1,3,1,1,1,2,3,1,5,3,1,3,100000
10029210,2,2,2,1,1,1,3,1,1,1,1,3,4,1,3,100000
10029240,4,2,1,2,1,1,2,2,2,2,1,8,4,5,3,10010
10029410,3,1,1,1,3,1,1,77,2,3,1,7,3,2,3,100000
10029470,3,1,1,1,3,1,1,1,2,1,1,7,1,1,1,100000
10029590,3,2,1,2,2,2,2,1,2,2,1,8,2,1,3,100000
10029620,3,3,3,1,1,1,1,1,2,1,1,1,2,4,3,100000
10029640,2,1,1,3,1,1,3,1,2,2,2,1,2,5,3,10010
10029730,1,2,2,2,2,1,1,3,3,2,1,5,2,5,3,10010
10029970,3,2,3,1,1,1,1,77,3,1,1,1,2,1,3,10010
10029990,4,3,1,2,3,1,3,2,3,3,1,7,3,1,3,10010
10030040,2,1,1,1,1,1,1,1,2,3,1,5,3,1,3,100000
10030060,2,2,1,1,1,1,1,1,2,1,1,5,4,1,3,10010
10030070,4,2,1,2,1,1,1,1,2,1,1,4,3,1,1,100000
10030210,1,2,1,3,1,3,2,2,3,2,1,6,2,5,3,10010
10030310,1,3,1,2,1,1,1,1,2,2,1,3,1,5,3,10010
10030330,1,2,1,2,1,1,1,2,3,2,4,1,2,4,3,10010
10030340,2,3,1,3,1,1,3,1,2,1,1,3,4,5,3,10010
10030490,3,3,1,1,3,1,3,77,2,3,1,3,2,1,3,100000
10030510,2,1,1,3,3,1,3,1,2,3,1,1,2,5,1,10010
10030680,2,3,1,1,1,1,1,1,2,1,1,2,3,1,3,100000
10030810,4,1,1,1,1,1,3,1,2,3,5,3,2,3,2,10010
10030840,2,2,3,3,1,1,3,1,2,2,1,4,2,1,2,10010
10030870,3,3,1,3,3,3,3,1,2,3,2,7,3,1,1,10010
10030990,1,3,1,3,3,1,3,77,2,2,1,7,3,1,3,50000
10031050,3,1,1,1,1,1,1,1,2,1,1,7,2,1,3,100000
10031080,4,3,1,2,3,3,1,77,3,3,2,1,1,1,3,10010
10031160,2,1,1,1,1,1,1,1,2,1,1,5,3,1,3,100000
10031200,3,1,3,3,1,1,1,3,2,2,4,7,4,1,3,10010
10031220,1,2,3,2,3,3,1,3,3,2,1,8,2,1,3,10010
10031240,2,3,1,2,3,1,1,1,2,3,1,2,2,5,3,10010
10031280,2,3,1,2,1,1,1,1,2,3,2,3,4,5,3,10010
10031290,2,3,1,1,2,3,1,1,2,1,1,3,2,1,3,100000
10031340,1,2,3,3,2,2,2,3,1,3,1,4,3,5,1,10010
10031440,1,2,2,2,2,3,2,2,3,3,1,6,3,1,2,100000
10031540,2,1,1,1,1,1,1,1,2,1,1,8,3,1,3,50000
10031640,4,1,1,1,1,1,3,1,3,2,3,8,4,1,1,100000
10031770,3,1,1,1,3,1,1,1,2,3,1,7,3,1,1,10010
10031800,2,1,1,1,1,1,3,1,2,3,1,5,4,1,1,60000
10031820,1,2,1,2,2,1,3,2,3,2,1,4,1,4,3,10010
10031880,3,3,3,2,2,1,1,77,3,3,1,5,1,2,3,100000
10031950,4,3,1,1,3,3,1,77,2,3,1,3,1,3,3,100000
10032020,2,1,1,1,1,1,3,1,2,3,1,8,4,5,3,10010
10032040,1,2,1,2,2,1,2,3,3,2,4,8,4,1,3,10010
10032140,2,1,1,3,3,1,1,1,2,2,1,5,4,2,3,10010
10032180,3,3,1,3,1,1,3,77,2,2,1,2,3,2,3,10010
10032210,2,1,1,1,1,1,1,1,2,1,1,6,4,1,2,100000
10032460,1,2,2,2,2,1,2,3,3,1,1,5,3,3,3,10010
10032520,1,1,2,2,2,1,2,77,2,2,1,4,3,2,3,10010
10032530,3,3,1,2,3,1,1,1,2,2,4,8,4,1,1,10010
10032630,1,2,1,1,2,1,2,2,2,2,1,2,2,5,3,10010
10032720,1,2,1,2,1,1,2,3,3,3,1,8,4,5,3,100000
10032780,1,2,3,2,1,1,2,3,1,2,1,6,3,1,3,10010
10032820,1,2,3,2,2,2,2,3,1,2,1,4,4,5,3,10010
10032850,2,3,1,1,1,1,3,77,2,2,4,1,2,5,1,60000
10033080,1,2,1,3,2,1,3,2,2,2,1,6,2,5,3,10010
10033120,4,1,1,1,1,1,1,1,2,1,1,8,3,5,3,100000
10033130,2,1,1,3,3,1,3,77,3,3,2,2,1,5,3,10010
10033280,3,2,1,1,1,1,3,2,2,3,1,1,2,2,3,10010
10033410,1,2,1,1,3,3,2,2,2,1,1,4,2,5,3,100000
10033510,1,2,2,2,1,1,3,2,3,2,1,5,3,1,3,10010
10033540,2,3,3,3,3,1,1,77,3,2,2,2,1,1,3,10010
10033580,3,3,1,3,1,1,3,1,2,2,1,8,3,1,3,10010
10033620,4,1,1,2,1,1,3,77,2,2,4,4,1,1,3,100000
10033670,1,3,1,2,1,1,3,2,3,2,1,8,2,2,3,10010
10033790,1,2,3,3,3,3,2,3,3,1,1,4,2,1,3,10010
10033940,3,2,1,2,2,1,2,2,2,2,2,8,3,1,1,10010
10034230,3,2,1,3,1,1,1,1,3,1,4,4,2,5,2,100000
10034340,1,2,2,2,2,3,2,2,1,1,1,4,2,5,3,10010
10034370,2,1,1,1,3,1,3,1,2,2,1,8,3,1,3,10010
10034610,2,1,1,1,1,1,2,1,3,2,1,4,4,1,3,10010
10034630,1,2,2,2,2,3,2,3,3,2,1,5,3,2,3,10010
10034740,2,2,1,1,1,1,1,77,1,2,5,2,1,5,1,10010
10034810,1,2,1,2,3,1,2,3,3,2,1,8,3,5,3,10010
10034860,2,3,3,2,2,3,2,77,3,2,1,4,1,5,3,10010
10034960,2,1,1,3,1,1,2,1,2,2,1,8,4,1,3,10010
10035030,2,3,3,3,2,2,3,1,3,2,2,3,2,4,3,10010
10035110,1,2,1,2,3,3,2,3,3,2,1,4,2,1,3,10010
10035190,1,2,3,2,2,1,2,3,3,2,1,4,2,1,3,100000
10035200,3,3,1,1,1,1,3,77,3,1,1,2,1,3,3,100000
10035360,1,2,1,2,3,3,2,2,2,2,1,5,2,1,3,10010
10035370,3,1,1,1,1,1,1,1,2,3,1,4,3,5,3,90010
10035390,2,2,1,1,2,1,1,2,3,2,2,1,1,3,3,10010
10035450,1,3,3,2,2,3,1,77,2,3,1,1,1,3,3,10010
10035590,3,1,2,1,1,1,1,1,2,1,1,6,4,5,3,90010
10035660,3,2,1,2,2,1,2,3,3,2,1,4,3,5,3,90010
10035860,1,2,1,3,1,1,3,2,3,3,1,6,3,5,3,10010
10035910,2,1,1,1,3,1,1,1,2,3,1,7,3,1,2,10010
10036100,2,1,1,1,3,1,3,1,2,1,1,4,3,5,3,90010
10036260,3,1,1,1,1,1,3,1,2,2,1,1,3,5,3,100000
10036300,3,3,1,3,1,1,3,77,3,3,1,6,1,5,1,100000
10036380,3,3,1,3,1,1,3,1,3,1,1,4,3,1,3,10010
10036530,3,2,1,2,3,3,1,2,3,2,1,1,2,5,2,100000
10036610,4,1,2,2,1,1,1,1,2,1,1,4,3,1,3,100000
10036650,1,2,1,2,3,1,2,77,3,3,1,4,1,3,3,10010
10036660,2,1,1,1,1,1,1,77,2,2,1,8,4,1,3,10010
10036700,1,3,1,3,3,3,2,2,2,2,1,5,2,5,3,10010
10036940,3,3,1,3,3,3,1,1,3,3,1,2,2,1,3,100000
10037020,4,1,1,1,1,1,1,1,3,3,3,5,3,1,1,80000
10037030,3,3,1,1,1,3,1,1,2,3,1,8,4,5,3,10010
10037120,2,3,1,1,1,1,2,1,2,3,1,8,3,5,3,10010
10037160,2,1,1,1,1,1,1,1,2,3,1,8,4,3,3,100000
10037220,2,2,1,1,1,1,1,1,2,1,1,5,3,5,3,100000
10037300,3,2,1,1,1,1,3,77,3,3,1,5,2,3,3,90010
10037500,4,3,1,2,1,1,3,2,3,1,1,8,2,1,3,100000
10037520,1,2,1,2,3,3,2,2,2,2,1,8,2,1,3,100000
10037700,1,2,2,2,1,1,2,2,3,3,1,7,1,5,3,10010
10037810,3,3,1,2,3,3,1,77,2,2,3,6,2,1,3,100000
10037880,1,2,2,2,2,2,2,3,3,2,1,8,4,2,3,10010
10037900,1,2,1,1,1,1,2,2,2,3,1,4,4,1,3,100000
10037910,3,2,1,2,1,1,3,1,3,2,5,7,4,5,3,10010
10038030,2,1,1,1,1,1,1,2,2,3,1,2,3,3,1,100000
10038040,3,1,1,2,1,1,1,3,2,2,1,5,3,1,3,20000
10038150,3,3,1,1,1,1,2,1,2,2,1,4,3,5,3,10010
10038160,2,1,1,1,1,1,1,1,2,2,1,6,4,4,3,10010
10038210,4,1,1,1,1,1,1,1,2,3,1,8,4,1,1,10010
10038260,2,2,1,2,2,2,3,1,3,2,1,3,1,5,3,10010
10038320,2,3,1,2,1,1,1,77,2,2,2,8,2,1,3,10010
10038330,3,3,1,1,3,1,3,1,2,1,1,8,3,1,3,10010
10038340,1,1,3,3,1,1,1,77,3,3,1,1,1,1,3,100000
10038570,4,1,1,1,3,1,1,1,3,1,1,2,2,1,3,90010
10038580,3,2,1,1,1,1,2,1,2,3,1,8,2,5,3,10010
10038670,2,2,1,1,1,1,1,1,2,2,1,6,3,5,3,10010
10038870,3,1,1,2,1,1,2,2,2,2,1,4,1,1,2,100000
10039120,1,3,2,2,2,1,2,3,3,2,1,5,3,2,3,10010
10039130,1,1,1,3,1,1,1,1,2,3,1,5,3,5,3,10010
10039150,2,1,1,3,1,1,2,1,3,1,1,5,3,1,1,100000
10039210,2,1,1,1,3,1,1,1,2,3,1,8,4,1,3,100000
10039230,1,2,3,2,3,3,3,2,3,3,1,2,2,5,3,10010
10039320,2,1,1,1,1,1,1,1,2,1,3,8,4,1,2,100000
10039380,1,3,3,2,3,1,2,2,2,2,1,7,3,5,3,10010
10039500,3,3,3,3,3,3,1,77,3,3,1,1,1,4,3,10010
10039630,3,2,1,2,3,3,2,77,3,3,1,8,2,5,3,100000
10039660,3,1,1,2,2,1,1,2,3,3,4,4,4,1,3,10010
10039680,3,1,1,2,1,1,1,1,2,3,1,8,4,5,1,10010
10039710,2,1,1,2,1,1,1,1,1,3,1,6,3,1,3,90010
10039730,2,2,1,3,2,1,1,1,1,2,1,1,2,5,3,10010
10039750,2,2,1,2,1,1,2,1,2,3,3,7,2,1,1,80000
10039780,2,3,1,3,1,3,3,2,3,2,1,2,1,5,3,10010
10039800,3,1,1,3,1,1,3,1,2,2,2,3,3,5,3,10010
10039810,1,2,1,2,2,2,2,2,1,3,1,7,3,1,3,10010
10039830,3,1,1,3,1,1,3,1,2,1,1,8,4,1,2,100000
10039850,2,3,1,1,3,1,2,1,3,3,2,3,2,1,3,10010
10039920,3,2,1,3,1,1,2,2,2,2,1,5,3,5,3,10010
10039950,1,2,3,2,3,3,2,3,1,3,1,7,1,1,3,10010
10039980,2,1,1,1,1,1,2,1,2,2,1,8,4,1,1,10010
10040050,1,3,3,3,2,3,3,3,3,3,5,2,2,3,3,10010
10040250,1,2,3,1,1,1,1,1,2,3,3,1,4,1,1,100000
10040430,3,3,3,3,3,3,3,1,2,3,1,3,1,5,3,10010
10040540,2,1,1,1,1,1,1,2,2,1,4,7,4,1,2,100000
10040580,3,2,3,2,1,1,2,2,2,2,1,4,3,1,3,10010
10040650,2,2,1,2,2,1,3,1,2,2,3,1,1,5,1,70000
10040700,1,2,1,2,3,3,2,2,3,2,1,6,3,1,3,10010
10040840,2,1,1,1,1,1,1,1,2,1,1,8,4,1,3,100000
10040860,2,1,1,1,3,1,3,1,2,2,1,8,4,1,3,50000
10040870,2,1,1,1,1,1,1,1,2,2,5,8,1,3,2,10010
10041020,1,2,3,2,3,3,2,2,3,3,1,8,3,5,1,100000
10041050,1,1,1,2,1,1,2,77,2,3,1,6,3,5,3,100000
10041210,2,1,1,1,1,1,1,1,2,2,2,1,1,5,3,10010
10041410,2,1,1,1,3,3,1,1,2,1,1,3,2,5,3,100000
10041430,2,1,3,3,3,2,1,77,3,2,5,1,2,4,1,10010
10041470,2,1,1,1,1,1,3,1,3,1,1,7,4,1,3,100000
10041830,2,2,3,2,1,1,3,1,2,2,1,3,2,2,3,10010
10041920,2,2,3,3,1,1,3,2,2,3,2,1,2,2,3,10010
10042030,2,3,1,1,1,1,1,1,2,3,1,8,4,5,3,90010
10042160,2,3,1,2,1,1,1,1,3,1,4,3,2,2,3,100000
10042210,3,3,1,2,1,1,3,1,2,1,1,7,4,5,3,100000
10042250,2,3,3,3,3,3,2,2,3,3,1,4,2,2,3,10010
10042260,3,3,1,2,3,3,2,1,2,3,1,8,4,1,3,10010
10042320,1,2,1,2,2,2,1,2,2,2,1,1,2,1,3,100000
10042370,1,2,3,3,3,3,1,77,3,2,1,1,1,5,3,10010
10042530,1,2,1,3,3,3,3,2,2,2,1,3,1,5,3,10010
10042540,2,1,1,1,1,1,1,1,2,3,1,1,3,5,3,100000
10042620,1,1,1,1,1,1,1,1,2,2,1,8,3,3,3,10010
10042710,1,2,3,2,2,2,2,3,1,3,1,2,1,5,3,10010
10042980,3,2,1,3,1,1,3,77,3,1,1,3,2,1,3,70000
10043000,1,3,3,2,2,3,3,2,2,3,1,2,1,1,2,10010
10043060,3,1,1,1,3,1,3,1,3,3,1,6,2,5,3,10010
10043110,2,1,1,1,1,1,1,1,2,1,1,8,2,5,3,100000
10043150,2,2,1,2,3,3,3,1,2,1,1,5,2,1,3,100000
10043210,1,2,1,3,1,3,2,2,2,2,1,4,1,5,3,10010
10043320,2,1,1,1,1,1,1,1,2,1,1,4,4,1,3,50000
10043370,4,2,1,2,1,1,2,3,2,3,1,6,3,5,3,100000
10043390,4,1,1,3,3,1,1,77,2,2,4,1,1,2,1,100000
10043440,2,1,1,3,1,1,3,1,2,3,5,1,1,4,2,100000
10043550,2,3,1,3,1,1,3,77,3,3,1,2,4,5,3,10010
10043670,1,2,3,2,2,1,2,3,3,2,1,8,2,5,3,10010
10043780,1,2,2,2,1,1,2,2,3,2,1,7,2,1,3,10010
10043910,3,2,1,3,3,1,3,2,2,3,1,8,2,3,3,100000
10043930,2,1,1,3,2,1,1,3,3,2,1,1,2,5,3,10010
10044030,2,3,1,1,2,1,1,3,3,2,4,2,1,5,3,10010
10044040,4,1,1,1,1,1,2,77,3,1,1,6,2,1,3,100000
10044170,4,1,1,1,1,1,1,1,2,3,1,2,4,5,3,90010
10044180,1,3,1,3,3,1,2,77,3,3,1,7,3,1,3,10010
10044280,4,1,1,1,1,1,1,1,3,3,5,3,2,1,1,10010
10044340,2,3,1,1,1,1,1,1,2,1,1,1,3,5,3,100000
10044380,3,3,3,3,3,3,3,77,2,3,1,5,3,1,1,100000
10044410,2,1,1,1,1,1,3,1,2,3,1,5,4,2,3,10010
10044450,1,2,3,2,3,1,2,3,2,3,1,6,3,1,3,10010
10044490,3,2,2,2,2,2,3,77,3,3,1,4,4,1,3,100000
10044520,2,3,1,3,3,3,3,1,2,3,1,6,3,2,3,10010
10044560,2,1,1,1,1,1,1,1,2,1,1,8,4,1,3,100000
10044580,1,2,1,2,1,1,3,2,2,2,1,6,2,1,3,10010
10044700,4,3,1,1,3,1,1,1,2,3,1,1,2,2,3,10010
10044710,1,2,1,2,3,1,2,77,2,3,1,7,3,5,2,100000
10044750,4,1,1,1,1,1,1,2,2,2,1,1,1,2,1,10010
10044830,1,2,1,1,3,3,3,2,3,2,1,8,3,5,3,70000
10044880,2,1,1,1,1,1,1,1,3,3,1,4,2,3,2,100000
10044930,2,1,1,3,1,1,1,1,2,3,1,4,1,4,3,100000
10044960,3,3,1,1,1,1,3,3,2,2,1,4,4,1,3,10010
10045110,1,2,1,2,2,1,2,77,2,2,1,8,4,1,3,10010
10045150,3,2,3,2,2,1,2,2,3,3,1,8,3,3,3,10010
10045170,1,2,3,2,1,1,2,1,2,2,1,7,3,1,3,20000
10045220,3,1,1,1,3,1,1,1,2,3,1,4,3,1,3,100000
10045390,3,3,1,2,2,1,2,2,3,3,1,8,3,1,3,10010
10045400,1,3,1,1,1,1,1,77,2,2,1,2,3,1,1,10010
10045430,3,3,3,2,1,1,3,77,3,2,2,7,2,2,3,10010
10045590,3,3,1,3,1,1,1,2,3,3,2,1,2,1,3,100000
10045650,3,1,1,1,1,1,1,1,3,3,2,8,4,1,2,10010
10045720,2,3,1,1,1,1,1,1,2,3,1,2,2,5,3,10010
10045760,1,2,1,1,1,3,1,77,1,2,1,1,1,4,3,10010
10045850,3,1,1,1,1,1,1,1,2,1,1,4,4,1,3,10010
10045880,1,2,2,2,1,2,2,1,2,2,3,8,4,1,1,10010
10045930,3,2,1,2,1,1,2,77,2,2,1,8,4,5,3,50000
10046180,4,1,1,1,1,1,1,1,2,3,4,8,4,1,1,10010
10046190,2,1,1,1,1,1,1,1,2,3,1,5,4,1,3,10010
10046310,4,3,3,2,2,3,3,77,3,2,3,3,2,5,1,10010
10046340,3,2,1,1,1,1,1,1,2,1,1,4,3,1,3,100000
10046470,1,2,1,3,2,1,2,3,2,2,1,5,3,1,3,100000
10046610,3,1,1,3,1,1,3,1,2,3,1,8,2,1,1,10010
10046680,2,2,3,3,3,3,1,77,2,2,1,1,1,5,3,10010
10046700,3,2,2,2,2,1,3,2,3,3,1,7,3,1,3,10010
10046750,2,3,1,2,1,1,1,1,2,3,1,3,2,5,3,90010
10046850,3,1,1,2,1,1,3,77,3,3,4,6,4,5,3,100000
10046880,2,1,1,1,1,1,1,1,3,3,2,6,4,1,1,10010
10047020,2,1,1,1,1,1,1,1,2,1,1,8,4,5,3,100000
10047080,4,2,1,2,3,3,2,1,2,1,1,8,4,1,3,10010
10047100,2,1,3,1,1,1,3,1,3,3,5,1,2,2,2,100000
10047110,2,1,1,1,1,1,1,1,2,1,1,2,3,1,3,10010
10047120,1,3,1,2,3,3,2,3,3,3,1,2,1,2,3,10010
10047130,1,2,3,2,2,3,2,2,3,2,1,3,4,3,3,10010
10047240,2,3,1,3,3,3,3,77,3,2,1,2,1,5,3,10010
10047270,1,3,2,2,2,3,2,77,2,2,1,8,3,1,3,10010
10047370,3,1,1,1,1,1,1,1,2,1,1,8,3,3,3,100000
10047520,3,3,1,2,1,1,3,2,2,3,1,8,4,1,3,10010
10047810,3,3,1,2,1,1,3,3,3,2,1,1,4,5,1,100000
10047920,3,3,1,1,1,1,1,1,2,3,1,7,3,5,3,10010
10047980,1,2,2,2,2,1,2,2,1,2,1,8,3,5,3,10010
10048030,3,2,1,2,3,2,2,2,3,3,1,6,1,2,3,10010
10048100,3,1,1,1,1,1,3,2,2,2,1,4,4,5,3,20000
10048160,1,3,2,3,3,3,3,77,2,2,1,8,4,5,3,10010
10048330,2,1,2,1,1,1,1,1,2,3,1,7,4,1,3,100000
10048400,2,1,1,1,1,1,1,1,2,1,1,1,2,5,3,100000
10048410,4,1,1,1,1,1,2,1,2,2,1,3,1,1,3,100000
10048460,2,2,1,2,1,3,3,2,3,2,1,2,1,1,3,10010
10048610,4,1,1,1,1,1,1,1,2,3,1,4,2,1,3,100000
10048630,1,2,3,2,3,3,1,77,3,2,1,8,2,3,3,10010
10048660,1,2,1,2,2,1,2,1,3,2,1,7,2,1,3,10010
10048680,1,3,1,2,1,3,2,1,2,2,1,5,2,1,3,10010
10048720,1,2,1,2,2,1,3,2,2,2,1,3,1,1,3,100000
10048800,3,2,1,1,1,1,1,1,2,3,1,5,3,5,3,10010
10048850,2,1,1,1,1,1,1,1,2,1,1,8,4,1,3,50000
10048860,1,2,1,3,3,1,2,3,2,2,1,4,2,5,3,90010
10049000,4,3,3,1,1,1,1,1,2,2,1,8,4,1,3,100000
10049020,1,2,3,2,3,3,2,3,2,3,1,4,1,1,1,10010
10049030,2,3,1,2,1,1,2,1,2,2,1,8,3,5,3,10010
10049210,3,1,1,3,1,1,2,77,2,3,1,8,3,1,3,10010
10049270,2,1,1,1,1,1,3,1,2,3,5,4,2,5,3,10010
10049330,1,2,2,2,2,2,2,3,2,2,1,2,4,5,3,10010
10049340,3,1,1,1,3,1,1,77,2,2,1,8,4,1,3,10010
10049560,2,1,1,1,1,1,1,1,2,2,1,7,3,1,3,10010
10049680,3,2,1,2,1,1,1,1,2,2,1,6,3,5,2,10010
10049690,3,1,1,1,2,1,1,1,2,1,1,8,3,1,3,100000
10049750,1,2,1,3,2,2,3,2,3,2,1,4,2,5,3,10010
10049810,2,2,1,2,1,1,3,1,3,2,1,1,2,2,3,20000
10049990,4,1,1,2,2,3,1,3,3,3,1,1,2,2,1,10010
10050010,4,1,1,1,1,1,3,1,2,1,1,7,3,2,2,100000
10050060,2,1,1,1,1,1,1,1,2,1,1,4,2,1,3,10010
10050280,2,1,1,1,1,1,1,1,3,3,1,1,3,2,3,10010
10050330,2,2,1,2,2,1,1,2,2,3,2,3,2,1,3,10010
10050420,1,3,1,2,1,1,3,3,3,2,4,3,1,5,3,10010
10050490,2,1,1,1,1,1,3,1,2,2,1,8,3,2,2,100000
10050520,1,1,1,1,1,1,1,1,3,3,1,1,2,1,2,10010
10050590,2,1,1,1,1,1,1,1,2,1,5,8,4,1,1,100000
10050620,3,1,1,3,1,1,3,77,3,2,4,8,3,1,2,90010
10050730,2,1,1,1,1,1,1,1,2,3,1,1,4,2,3,100000
10050770,2,1,1,3,1,1,3,1,2,3,5,3,3,1,2,10010
10050890,2,1,1,3,3,3,1,2,3,3,2,1,1,4,3,10010
10051100,2,2,1,2,3,3,1,2,3,2,2,1,3,4,3,10010
10051140,2,1,1,1,1,1,1,1,2,3,1,5,2,1,1,100000
10051180,1,2,1,2,1,1,2,2,2,2,1,7,3,3,2,10010
10051200,2,2,1,1,1,1,1,1,2,1,1,5,4,5,3,10010
10051230,2,2,1,3,1,1,1,77,2,2,2,7,3,1,3,10010
10051270,1,3,1,3,1,1,1,1,3,1,1,7,2,4,3,100000
10051340,2,1,1,1,1,1,1,1,2,2,2,4,3,5,3,10010
10051390,1,3,3,2,2,1,3,3,2,2,1,6,2,1,3,10010
10051580,1,3,1,1,1,1,3,1,2,1,1,6,4,1,3,10010
10051620,2,3,2,1,1,1,1,1,3,2,2,2,2,1,3,10010
10051640,2,1,1,1,1,1,1,1,2,1,1,5,4,1,3,90010
10051700,1,2,2,2,3,3,1,2,2,2,4,1,1,4,3,10010
10051720,1,3,3,2,3,1,3,2,3,3,1,4,1,3,3,10010
10051810,3,3,1,1,1,1,3,2,2,2,1,8,3,1,3,10010
10051970,2,3,3,3,3,3,1,1,3,3,1,1,1,5,3,10010
10052280,2,3,1,1,1,1,3,1,2,3,1,4,3,5,3,10010
10052300,1,2,1,2,3,3,1,2,3,2,1,1,1,5,3,10010
10052420,3,2,1,1,3,3,2,1,3,3,1,5,2,2,2,100000
10052480,3,3,1,1,1,1,3,1,2,1,1,3,4,5,3,100000
10052520,1,2,2,2,2,2,2,3,3,2,1,2,2,1,3,10010
10052550,2,1,1,1,1,1,1,1,2,1,1,5,3,1,2,100000
10052590,2,1,1,1,1,1,3,1,2,3,3,4,4,5,1,80000
10052660,3,2,1,3,1,1,1,77,2,2,1,4,1,4,3,10010
10052880,3,2,3,2,1,1,1,1,3,2,4,1,1,3,3,10010
10052890,4,3,1,3,1,1,2,1,3,3,1,8,1,3,2,80000
10052980,4,1,1,1,1,1,1,1,2,1,1,8,4,1,2,100000
10052990,3,3,1,2,3,1,2,2,3,1,1,2,2,5,3,10010
10053030,4,2,3,1,2,1,3,77,3,3,1,1,3,4,3,10010
10053050,2,2,1,2,2,1,1,2,2,2,1,1,1,4,3,10010
10053200,1,2,2,2,2,3,2,2,3,2,1,2,2,5,3,10010
10053230,1,2,1,2,3,3,2,2,1,2,1,6,2,5,3,10010
10053300,2,1,1,1,1,1,1,1,2,1,1,3,2,2,3,10010
10053310,2,2,1,1,1,1,1,1,2,2,1,1,1,2,3,10010
10053370,2,1,1,1,1,1,1,1,2,3,5,6,4,1,2,70000
