id,questionId,partyName,incCode,eduCode,x,y
10020180,SCIMPACT,Independent,5,2,949.5015101110379,415.4862585237509
10020410,CHNG_B,Independent,8,4,514.5593512462236,16.11492477168178
10020410,CHNG_A,Independent,8,4,1624.9247009416297,197.4340897983001
10020410,SCIMPACT,Independent,8,4,384.0267573651051,419.5237224046339
10020750,CHNG_B,Independent,8,4,298.5208890560485,30.02642203284709
10020750,CHNG_A,Independent,8,4,1085.736084144783,205.32199416538035
10020750,SCIMPACT,Independent,8,4,1044.9427624654975,438.2956090468087
10021210,CHNG_B,Republican,1,1,802.7426571661712,59.85530440144223
10021210,CHNG_A,Republican,1,1,912.0141181567443,240.41436522847744
10021210,SCIMPACT,Republican,1,1,161.55495478879487,406.7123541616923
10021310,CHNG_B,Democrat,1,1,357.7583703510587,115.28258924261239
10021310,CHNG_A,Democrat,1,1,1633.9485974209688,357.367590713105
10021310,SCIMPACT,Democrat,1,1,382.2271491590838,507.77479698715274
10021470,CHNG_B,Other,6,3,137.76987697962727,118.87769135120978
10021470,CHNG_A,Other,6,3,160.83019641798185,345.82225405793366
10021470,SCIMPACT,Other,6,3,860.6839939549421,516.6148829512624
10021700,CHNG_B,Independent,5,3,1057.6518073573575,47.49396901756657
10021700,CHNG_A,Independent,5,3,1602.9284497960289,211.50651084609208
10021700,SCIMPACT,Independent,5,3,1097.7776280454843,402.7797591140475
10021840,CHNG_B,Republican,1,1,239.88146368297384,80.41049296268258
10021840,CHNG_A,Republican,1,1,745.3596272034935,258.26741120545137
10021840,SCIMPACT,Republican,1,1,1478.6005067862159,374.171087735204
10022200,CHNG_B,Democrat,3,4,300.9222674806649,114.67924040327946
10022200,CHNG_A,Democrat,3,4,1599.967257758321,311.7426646728007
10022200,SCIMPACT,Democrat,3,4,926.4027901982314,496.17877263748704
10022340,CHNG_B,Republican,1,2,860.3093903469573,55.414202770080536
10022340,CHNG_A,Republican,1,2,148.5701290140991,221.9784422762092
10022340,SCIMPACT,Republican,1,2,1402.3978757494085,457.9433966687331
10022730,CHNG_B,Democrat,5,3,506.6094951462307,155.50531564516552
10022730,CHNG_A,Democrat,5,3,1708.9186646946118,316.5883191041256
10022730,SCIMPACT,Democrat,5,3,950.8805070586508,466.80459987347535
10022850,CHNG_B,Republican,6,1,259.95447833947696,4.605087416248702
10022850,CHNG_A,Republican,6,1,884.3884635148955,204.13873309755843
10022850,SCIMPACT,Republican,6,1,824.8185982752206,379.09932282444595
10023110,CHNG_B,Other,1,1,230.87814681938596,149.8762550805012
10023110,CHNG_A,Other,1,1,1477.7449038490108,308.4261168277737
10023110,SCIMPACT,Other,1,1,779.7624381739943,495.98633479276486
10023360,CHNG_B,Republican,3,1,1436.1994620827168,1.35
10023360,CHNG_A,Republican,3,1,838.2856464469611,297.20792467822594
10023360,SCIMPACT,Republican,3,1,1402.2548184862724,425.10799755230477
10023650,CHNG_B,Democrat,8,3,425.75794515800203,111.22634796435474
10023650,CHNG_A,Democrat,8,3,1706.594275073158,291.9926356915525
10023650,SCIMPACT,Democrat,8,3,1002.2077409374768,457.79023668326437
10023810,CHNG_B,Democrat,3,2,339.16361297984685,86.94294236259161
10023810,CHNG_A,Democrat,3,2,1702.0564067813527,296.5908667368022
10023810,SCIMPACT,Democrat,3,2,1127.9483013728163,505.4505384721087
10023910,CHNG_B,Independent,7,2,482.0365713205351,43.21488393235966
10023910,CHNG_A,Independent,7,2,1677.0129274108085,192.2320123936379
10023910,SCIMPACT,Independent,7,2,1621.644756465558,448.3958446478148
10024120,CHNG_B,Republican,6,3,1478.4074497180352,69.89383643865622
10024120,CHNG_A,Republican,6,3,913.3737704795623,215.9352503693471
10024120,SCIMPACT,Republican,6,3,1381.582148048456,424.78759494167394
10024300,CHNG_B,Republican,4,1,175.12290059688826,82.33983861117656
10024300,CHNG_A,Republican,4,1,729.8082268652573,223.28721657259896
10024300,SCIMPACT,Republican,4,1,813.0183319787992,406.6749873298359
10024400,CHNG_B,Democrat,2,2,436.3206039980459,158.35358797617198
10024400,CHNG_A,Democrat,2,2,1621.3579213836613,282.7274234244214
10024400,SCIMPACT,Democrat,2,2,1064.9896451362874,514.1362865107394
10024570,CHNG_B,Democrat,4,3,453.01311593554624,140.9469393386071
10024570,CHNG_A,Democrat,4,3,358.71002057227355,341.0706698597838
10024570,SCIMPACT,Democrat,4,3,984.6456120740677,466.79682277706644
10024840,CHNG_B,Democrat,8,2,336.58700324215073,169.80458357612827
10024840,CHNG_A,Democrat,8,2,986.7191137117096,316.6482225108799
10024840,SCIMPACT,Democrat,8,2,970.4699943793687,483.07301292702095
10025110,CHNG_B,Democrat,4,3,342.1456377609765,166.46944915814734
10025110,CHNG_A,Democrat,4,3,305.017233311721,336.0907823980235
10025110,SCIMPACT,Democrat,4,3,1057.6106467315299,506.45274933808906
10025300,CHNG_B,Republican,6,2,827.1212547781039,63.42875574929828
10025300,CHNG_A,Republican,6,2,848.0316266761172,295.0372776734013
10025300,SCIMPACT,Republican,6,2,1509.850365920453,435.2179564006576
10025530,CHNG_B,Independent,4,4,424.15213196347014,33.16173199094662
10025530,CHNG_A,Independent,4,4,339.1227531264885,223.937130555617
10025530,SCIMPACT,Independent,4,4,955.6190772704838,383.56276404104517
10025750,CHNG_B,Republican,2,2,784.0171212824282,27.222856161185256
10025750,CHNG_A,Republican,2,2,816.9393910766144,218.17674115602733
10025750,SCIMPACT,Republican,2,2,1453.090336237126,429.4001499657714
10026000,CHNG_B,Independent,1,2,1632.1852264373797,62.086459456733564
10026000,CHNG_A,Independent,1,2,1042.0249833579796,234.53154363940686
10026000,SCIMPACT,Independent,1,2,378.78659018165075,424.88928936902914
10026420,CHNG_B,Republican,1,2,229.5975033744013,64.3807752102298
10026420,CHNG_A,Republican,1,2,748.6932430305588,247.61456779922983
10026420,SCIMPACT,Republican,1,2,159.38837360755898,426.43404991857136
10026610,CHNG_B,Independent,4,3,500.1327186555744,4.07327916195138
10026610,CHNG_A,Independent,4,3,409.3516101258161,241.93014444995313
10026610,SCIMPACT,Independent,4,3,1061.0109530307654,423.5813027572705
10026840,CHNG_B,Democrat,5,3,293.4659831100041,103.80071901687324
10026840,CHNG_A,Democrat,5,3,1654.6393801145387,359.36920007375386
10026840,SCIMPACT,Democrat,5,3,1029.554227221188,541.0343350702799
10027080,CHNG_B,Republican,5,3,275.3466937149874,20.136611868894466
10027080,CHNG_A,Republican,5,3,863.27895327022,231.46498333557145
10027080,SCIMPACT,Republican,5,3,836.141785014049,422.44261042317726
10027830,CHNG_B,Other,6,1,808.5457676074224,121.65527021369482
10027830,CHNG_A,Other,6,1,785.6229008388938,324.10804122988753
10027830,SCIMPACT,Other,6,1,1453.5488840901241,496.93024881878324
10028140,CHNG_B,Republican,2,3,850.0129034132373,57.56752986875954
10028140,CHNG_A,Republican,2,3,915.5869095949237,208.09736628975168
10028140,SCIMPACT,Republican,2,3,203.95225420820387,402.8149333176241
10028510,CHNG_B,Republican,8,3,106.08075034546096,18.679857429802308
10028510,CHNG_A,Republican,8,3,749.3697174583779,268.52626718607235
10028510,SCIMPACT,Republican,8,3,1456.484900579273,369.75336134453784
10028740,CHNG_B,Republican,1,1,1492.7128643679164,51.66079159258454
10028740,CHNG_A,Republican,1,1,802.4055325604485,293.61321970448415
10028740,SCIMPACT,Republican,1,1,164.6364002353633,434.8515819565762
10028990,CHNG_B,Democrat,5,2,432.24054330750647,144.05826073201882
10028990,CHNG_A,Democrat,5,2,1685.3439015004392,340.35285758828746
10028990,SCIMPACT,Democrat,5,2,1605.4372163370674,495.6147018864963
10029130,CHNG_B,Democrat,5,3,313.9717120171318,133.11591801059546
10029130,CHNG_A,Democrat,5,3,422.4383011298567,350.5526645740877
10029130,SCIMPACT,Democrat,5,3,1143.696262680161,534.8602306479912
10029470,CHNG_B,Independent,7,1,517.722488926373,29.971488091586853
10029470,CHNG_A,Independent,7,1,460.9415505477919,202.70983627080713
10029470,SCIMPACT,Independent,7,1,1074.1381992099427,372.32691193462176
10029730,CHNG_B,Republican,5,2,789.8438448869504,30.087517524777297
10029730,CHNG_A,Republican,5,2,747.6326938300517,188.57147519007523
10029730,SCIMPACT,Republican,5,2,1516.8303991391144,410.66092884980344
10030060,CHNG_B,Democrat,5,4,455.4129957224401,154.87948057783169
10030060,CHNG_A,Democrat,5,4,1081.8606189296254,325.7554210292076
10030060,SCIMPACT,Democrat,5,4,1137.5328824093178,544.0991309063932
10030330,CHNG_B,Republican,1,2,115.95654437453643,75.49613873291328
10030330,CHNG_A,Republican,1,2,904.3140601468091,254.25126201446346
10030330,SCIMPACT,Republican,1,2,1400.3002698539087,388.3514694967583
10030680,CHNG_B,Democrat,2,3,482.5318785099208,103.88296373825236
10030680,CHNG_A,Democrat,2,3,1633.4544722486623,289.0139753279516
10030680,SCIMPACT,Democrat,2,3,974.6676219080997,478.7979508490512
10030990,CHNG_B,Republican,7,3,205.74639731331737,103.47785960811068
10030990,CHNG_A,Republican,7,3,1493.6760059866192,224.1686140671004
10030990,SCIMPACT,Republican,7,3,767.5047564357365,380.07304935446905
10031200,CHNG_B,Independent,7,4,1626.0303672075665,54.34178778498241
10031200,CHNG_A,Independent,7,4,335.4611641917905,224.7134767404373
10031200,SCIMPACT,Independent,7,4,972.3060671045599,372.29307469058006
10031290,CHNG_B,Democrat,3,2,291.93703650972736,107.1859316680655
10031290,CHNG_A,Democrat,3,2,1706.4320276111257,305.5307679964763
10031290,SCIMPACT,Democrat,3,2,917.513017496547,514.5347985164526
10031640,CHNG_B,Other,8,4,236.46074671933695,141.51616027845662
10031640,CHNG_A,Other,8,4,218.41591799699484,338.51796123071944
10031640,SCIMPACT,Other,8,4,1477.9932150796071,493.98636210171054
10031880,CHNG_B,Independent,5,1,1640.753076205296,63.61044410362008
10031880,CHNG_A,Independent,5,1,1652.3656333994074,259.5404053738984
10031880,SCIMPACT,Independent,5,1,1718.203131588496,422.75699729206195
10032140,CHNG_B,Democrat,5,4,425.87525549884805,162.12417327420846
10032140,CHNG_A,Democrat,5,4,475.4247152497674,273.614936880949
10032140,SCIMPACT,Democrat,5,4,924.9266471020354,539.9696656877699
10032520,CHNG_B,Republican,4,3,861.865644661759,25.608502490832368
10032520,CHNG_A,Republican,4,3,166.68723231675926,209.0877711608366
10032520,SCIMPACT,Republican,4,3,883.6327270812249,438.9748368286417
10032780,CHNG_B,Republican,6,3,1400.0222979147197,27.31224342327775
10032780,CHNG_A,Republican,6,3,877.7671235568793,280.9884530894437
10032780,SCIMPACT,Republican,6,3,224.36451894476266,419.31156680508275
10033120,CHNG_B,Other,8,3,130.11595990464744,134.06554511713728
10033120,CHNG_A,Other,8,3,226.09978334215504,319.1042585855002
10033120,SCIMPACT,Other,8,3,812.4857998054156,543.3781549988691
10033510,CHNG_B,Republican,5,3,846.6647804356178,59.26798912551061
10033510,CHNG_A,Republican,5,3,752.5058281735868,271.400612991207
10033510,SCIMPACT,Republican,5,3,1383.4981371436263,438.64164567996215
10033670,CHNG_B,Republican,8,2,227.4727641322433,70.49383347478417
10033670,CHNG_A,Republican,8,2,1404.0739114061296,210.69460222085576
10033670,SCIMPACT,Republican,8,2,1503.2319237770037,388.10607870242296
10034340,CHNG_B,Republican,4,2,825.2253884209534,57.839792938779915
10034340,CHNG_A,Republican,4,2,913.5547220854027,201.2419537870256
10034340,SCIMPACT,Republican,4,2,154.97275207720548,421.671834113851
10034740,CHNG_B,Democrat,2,1,483.4455489486867,150.77636912707013
10034740,CHNG_A,Democrat,2,1,987.8914746853828,323.0359809548304
10034740,SCIMPACT,Democrat,2,1,427.54064505895525,511.44114188232487
10035030,CHNG_B,Democrat,3,2,1625.9241196833398,139.01814985345783
10035030,CHNG_A,Democrat,3,2,1602.9347210158596,327.8193116768216
10035030,SCIMPACT,Democrat,3,2,1626.5188975631638,544.5110524959027
10035360,CHNG_B,Republican,5,2,257.8406904458299,56.67755272129934
10035360,CHNG_A,Republican,5,2,800.8399725552044,213.65365436278603
10035360,SCIMPACT,Republican,5,2,800.3546168489407,369.75336134453784
10035590,CHNG_B,Independent,6,4,1014.427147638692,46.34109520334774
10035590,CHNG_A,Independent,6,4,334.800605126397,238.44334216186408
10035590,SCIMPACT,Independent,6,4,1095.6111520485688,383.813260726067
10036100,CHNG_B,Democrat,4,3,316.52725071331787,77.99006570578447
10036100,CHNG_A,Democrat,4,3,383.5487247406679,322.8462965251864
10036100,SCIMPACT,Democrat,4,3,941.297205192,499.83664902360874
10036530,CHNG_B,Independent,1,2,310.6291400961849,41.55445259362709
10036530,CHNG_A,Independent,1,2,990.8025768196325,251.71189006759144
10036530,SCIMPACT,Independent,1,2,1705.236779929679,443.73055356941506
10036700,CHNG_B,Republican,5,2,93.38419456711047,36.179133758687385
10036700,CHNG_A,Republican,5,2,1491.9736256594656,220.57472266680335
10036700,SCIMPACT,Republican,5,2,761.7547524179342,400.205006012879
10037120,CHNG_B,Democrat,8,3,467.07312645130656,101.97487009992217
10037120,CHNG_A,Democrat,8,3,1620.5354643003418,355.26488033967956
10037120,SCIMPACT,Democrat,8,3,1068.0383153289358,513.8639411070164
10037500,CHNG_B,Other,8,2,231.8063154105456,128.644078460868
10037500,CHNG_A,Other,8,2,1412.4450422078405,317.32611370861696
10037500,SCIMPACT,Other,8,2,1460.08828500834,485.09924486562824
